MilestoneID,ProjectID,Name,PlannedCompletion,ActualCompletion,Status
1550,351,Framing,2025-04-10,2025-04-23,Completed
1551,351,Plumbing,2025-05-28,2025-05-28,Completed
1552,351,Electrical,2025-07-15,2025-07-26,On Track
1553,351,Finishing,2025-09-01,2025-09-15,On Track
1554,352,Foundation,2022-09-26,2022-09-23,On Track
1555,352,Framing,2023-04-07,2023-04-09,On Track
1556,353,Foundation,2022-09-26,2022-10-04,Delayed
1557,353,Framing,2023-05-11,2023-05-05,Completed
1558,353,Plumbing,2023-12-24,2023-12-28,Delayed
1559,353,Electrical,2024-08-07,2024-08-01,On Track
1560,353,Finishing,2025-03-22,2025-04-01,Delayed
1561,354,Foundation,2022-08-02,2022-08-02,Completed
1562,354,Framing,2022-12-26,,On Track
1563,354,Plumbing,2023-05-21,2023-05-14,Delayed
1564,355,Foundation,2024-08-09,2024-08-04,On Track
1565,355,Framing,2025-03-09,2025-03-27,On Track
1566,355,Plumbing,2025-10-07,2025-10-22,Completed
1567,355,Electrical,2026-05-07,2026-05-25,Completed
1568,355,Finishing,2026-12-05,2026-12-22,Delayed
1569,356,Foundation,2021-08-25,2021-08-30,On Track
1570,356,Framing,2022-02-07,2022-02-15,Delayed
1571,356,Plumbing,2022-07-23,,Delayed
1572,356,Electrical,2023-01-05,2023-01-18,On Track
1573,356,Finishing,2023-06-20,2023-06-20,On Track
1574,356,Foundation,2023-12-03,2023-12-21,On Track
1575,357,Foundation,2023-03-22,,On Track
1576,357,Framing,2023-06-17,2023-06-08,Completed
1577,357,Plumbing,2023-09-12,2023-09-26,Delayed
1578,357,Electrical,2023-12-08,2023-12-14,Completed
1579,357,Finishing,2024-03-04,,Delayed
1580,357,Foundation,2024-05-30,,On Track
1581,358,Foundation,2020-10-12,2020-10-25,On Track
1582,358,Framing,2021-03-21,2021-03-15,On Track
1583,358,Plumbing,2021-08-28,2021-09-07,On Track
1584,358,Electrical,2022-02-04,2022-02-09,On Track
1585,358,Finishing,2022-07-14,2022-07-26,Completed
1586,358,Foundation,2022-12-21,2023-01-03,Delayed
1587,358,Framing,2023-05-30,2023-06-03,Completed
1588,359,Foundation,2020-10-22,2020-10-17,Delayed
1589,359,Framing,2021-02-21,2021-03-03,Completed
1590,359,Plumbing,2021-06-23,2021-06-13,On Track
1591,359,Electrical,2021-10-23,2021-10-25,Delayed
1592,359,Finishing,2022-02-22,,Delayed
1593,360,Foundation,2021-09-03,2021-09-15,Completed
1594,360,Framing,2022-01-08,2022-01-16,Completed
1595,360,Plumbing,2022-05-15,2022-05-07,Delayed
1596,360,Electrical,2022-09-19,2022-10-02,Completed
1597,361,Foundation,2021-08-25,2021-08-26,On Track
1598,361,Framing,2021-11-23,2021-11-25,Completed
1599,361,Plumbing,2022-02-21,2022-02-12,On Track
1600,361,Electrical,2022-05-22,2022-06-01,On Track
1601,361,Finishing,2022-08-20,2022-08-27,On Track
1602,361,Foundation,2022-11-18,2022-11-12,On Track
1603,361,Framing,2023-02-16,2023-02-23,Delayed
1604,362,Foundation,2023-03-19,2023-04-08,Completed
1605,362,Framing,2023-06-17,2023-06-13,On Track
1606,362,Plumbing,2023-09-15,2023-09-15,Delayed
1607,362,Electrical,2023-12-14,2023-12-20,Delayed
1608,362,Finishing,2024-03-13,,Delayed
1609,362,Foundation,2024-06-11,2024-06-15,Completed
1610,362,Framing,2024-09-09,2024-09-25,Completed
1611,363,Foundation,2021-08-08,2021-08-19,Delayed
1612,363,Framing,2021-11-20,2021-11-24,Completed
1613,363,Plumbing,2022-03-04,2022-03-24,On Track
1614,363,Electrical,2022-06-16,2022-06-12,Delayed
1615,363,Finishing,2022-09-28,,On Track
1616,363,Foundation,2023-01-10,2023-01-09,On Track
1617,364,Foundation,2021-05-31,2021-05-26,Completed
1618,364,Framing,2022-07-21,2022-07-15,On Track
1619,365,Foundation,2024-08-02,2024-08-22,Delayed
1620,365,Framing,2025-01-23,2025-01-26,Completed
1621,365,Plumbing,2025-07-16,2025-08-04,Delayed
1622,365,Electrical,2026-01-06,2026-01-09,Completed
1623,365,Finishing,2026-06-29,2026-06-19,On Track
1624,365,Foundation,2026-12-20,2026-12-10,On Track
1625,366,Foundation,2023-08-05,2023-08-15,Completed
1626,366,Framing,2023-09-15,2023-09-15,Delayed
1627,366,Plumbing,2023-10-26,2023-10-31,Completed
1628,366,Electrical,2023-12-06,2023-12-12,Delayed
1629,366,Finishing,2024-01-16,2024-01-20,On Track
1630,366,Foundation,2024-02-26,2024-03-15,On Track
1631,367,Foundation,2023-10-05,2023-10-02,Delayed
1632,367,Framing,2024-07-19,2024-08-02,On Track
1633,367,Plumbing,2025-05-03,2025-05-04,On Track
1634,367,Electrical,2026-02-15,2026-02-24,Completed
1635,368,Foundation,2023-09-07,2023-09-06,On Track
1636,368,Framing,2023-12-09,2023-12-25,Completed
1637,368,Plumbing,2024-03-11,2024-03-26,On Track
1638,368,Electrical,2024-06-12,,Delayed
1639,368,Finishing,2024-09-13,2024-09-21,Delayed
1640,368,Foundation,2024-12-15,2024-12-16,Completed
1641,369,Foundation,2023-10-19,2023-10-10,Delayed
1642,369,Framing,2024-01-06,2023-12-31,Completed
1643,369,Plumbing,2024-03-25,2024-03-20,On Track
1644,369,Electrical,2024-06-12,,Delayed
1645,369,Finishing,2024-08-30,2024-09-13,Delayed
1646,369,Foundation,2024-11-17,2024-12-06,On Track
1647,369,Framing,2025-02-04,2025-02-17,Completed
1648,370,Foundation,2021-09-09,2021-09-19,Delayed
1649,370,Framing,2021-10-30,2021-11-17,Completed
1650,370,Plumbing,2021-12-20,2021-12-31,Completed
1651,370,Electrical,2022-02-09,2022-02-22,Delayed
1652,371,Foundation,2023-10-11,2023-10-23,Delayed
1653,371,Framing,2024-07-15,,Completed
1654,371,Plumbing,2025-04-19,2025-04-26,On Track
1655,371,Electrical,2026-01-22,2026-01-24,On Track
1656,372,Foundation,2020-08-27,,On Track
1657,372,Framing,2021-01-01,2021-01-10,Completed
1658,372,Plumbing,2021-05-08,2021-05-14,Delayed
1659,372,Electrical,2021-09-12,,Completed
1660,372,Finishing,2022-01-17,2022-02-03,Completed
1661,373,Foundation,2022-03-01,2022-03-07,Delayed
1662,373,Framing,2022-07-31,2022-07-31,Completed
1663,374,Foundation,2022-05-05,2022-05-24,Delayed
1664,374,Framing,2023-11-06,2023-10-31,Delayed
1665,375,Foundation,2025-03-31,2025-04-02,Delayed
1666,375,Framing,2025-08-11,2025-08-12,Delayed
1667,375,Plumbing,2025-12-22,2026-01-08,On Track
1668,375,Electrical,2026-05-04,2026-05-17,Completed
1669,376,Foundation,2023-08-12,2023-08-27,On Track
1670,376,Framing,2024-02-09,2024-02-24,Delayed
1671,376,Plumbing,2024-08-08,2024-08-21,On Track
1672,376,Electrical,2025-02-05,2025-02-21,On Track
1673,376,Finishing,2025-08-05,2025-07-30,Delayed
1674,377,Foundation,2023-07-14,,Completed
1675,377,Framing,2023-09-20,2023-10-04,On Track
1676,377,Plumbing,2023-11-27,2023-11-30,Delayed
1677,377,Electrical,2024-02-03,2024-02-06,Delayed
1678,377,Finishing,2024-04-11,2024-04-23,On Track
1679,377,Foundation,2024-06-18,2024-06-14,Delayed
1680,378,Foundation,2023-02-13,2023-02-20,Delayed
1681,378,Framing,2023-10-18,2023-11-03,Delayed
1682,378,Plumbing,2024-06-21,2024-06-28,On Track
1683,378,Electrical,2025-02-23,2025-02-13,On Track
1684,379,Foundation,2021-04-21,2021-04-20,Completed
1685,379,Framing,2021-09-07,2021-09-12,Completed
1686,379,Plumbing,2022-01-24,2022-02-11,On Track
1687,379,Electrical,2022-06-12,2022-06-17,Completed
1688,380,Foundation,2022-12-07,2022-11-27,Delayed
1689,380,Framing,2023-05-21,2023-05-26,On Track
1690,380,Plumbing,2023-11-02,2023-11-11,Completed
1691,381,Foundation,2020-05-20,2020-05-28,Delayed
1692,381,Framing,2020-11-29,2020-12-09,Completed
1693,381,Plumbing,2021-06-10,2021-06-26,Completed
1694,381,Electrical,2021-12-20,2022-01-02,Delayed
1695,381,Finishing,2022-07-01,2022-06-26,On Track
1696,382,Foundation,2021-11-13,2021-11-17,On Track
1697,382,Framing,2022-06-10,2022-06-11,Delayed
1698,382,Plumbing,2023-01-05,2023-01-06,Delayed
1699,382,Electrical,2023-08-02,2023-07-24,Completed
1700,383,Foundation,2023-10-02,,On Track
1701,383,Framing,2023-11-15,2023-11-29,On Track
1702,383,Plumbing,2023-12-29,2024-01-07,Completed
1703,383,Electrical,2024-02-11,2024-02-11,Completed
1704,383,Finishing,2024-03-26,2024-04-10,Completed
1705,383,Foundation,2024-05-09,2024-05-21,On Track
1706,383,Framing,2024-06-22,2024-06-29,On Track
1707,384,Foundation,2024-09-21,2024-09-15,Delayed
1708,384,Framing,2025-09-03,2025-09-17,Delayed
1709,385,Foundation,2022-08-03,2022-07-27,Completed
1710,385,Framing,2022-11-23,2022-11-20,Completed
1711,385,Plumbing,2023-03-15,2023-03-24,Completed
1712,386,Foundation,2023-04-23,2023-05-05,On Track
1713,386,Framing,2023-06-30,2023-07-03,On Track
1714,386,Plumbing,2023-09-06,2023-08-30,On Track
1715,386,Electrical,2023-11-13,2023-11-18,Completed
1716,386,Finishing,2024-01-20,2024-01-21,Delayed
1717,386,Foundation,2024-03-28,2024-04-15,Completed
1718,387,Foundation,2020-09-09,2020-09-04,On Track
1719,387,Framing,2020-12-13,2020-12-26,On Track
1720,387,Plumbing,2021-03-18,2021-03-12,On Track
1721,387,Electrical,2021-06-21,2021-07-03,On Track
1722,388,Foundation,2024-10-22,2024-10-16,Delayed
1723,388,Framing,2025-04-03,2025-04-15,On Track
1724,388,Plumbing,2025-09-13,,Delayed
1725,389,Foundation,2022-11-12,2022-11-03,On Track
1726,389,Framing,2023-01-21,2023-02-05,Completed
1727,389,Plumbing,2023-04-01,2023-03-23,Delayed
1728,389,Electrical,2023-06-10,,Completed
1729,389,Finishing,2023-08-19,2023-08-09,On Track
1730,390,Foundation,2020-09-26,2020-09-22,On Track
1731,390,Framing,2021-02-09,2021-02-04,On Track
1732,390,Plumbing,2021-06-25,2021-06-17,Completed
1733,390,Electrical,2021-11-08,2021-11-28,Completed
1734,390,Finishing,2022-03-24,2022-03-25,Completed
1735,390,Foundation,2022-08-07,2022-08-21,On Track
1736,391,Foundation,2020-07-19,,Completed
1737,391,Framing,2020-08-31,,On Track
1738,391,Plumbing,2020-10-13,2020-10-25,Delayed
1739,391,Electrical,2020-11-25,2020-11-20,Completed
1740,391,Finishing,2021-01-07,2020-12-28,On Track
1741,391,Foundation,2021-02-19,2021-03-10,Completed
1742,392,Foundation,2025-04-13,2025-04-18,Completed
1743,392,Framing,2025-07-08,2025-07-03,On Track
1744,392,Plumbing,2025-10-02,2025-09-27,Delayed
1745,392,Electrical,2025-12-27,2025-12-30,On Track
1746,392,Finishing,2026-03-23,2026-03-26,Delayed
1747,392,Foundation,2026-06-17,2026-06-10,Completed
1748,392,Framing,2026-09-11,2026-09-05,Delayed
1749,393,Foundation,2022-01-08,2022-01-07,On Track
1750,393,Framing,2022-04-23,2022-04-15,On Track
1751,393,Plumbing,2022-08-06,2022-08-08,Completed
1752,393,Electrical,2022-11-19,2022-12-02,Delayed
1753,393,Finishing,2023-03-04,2023-03-01,Delayed
1754,393,Foundation,2023-06-17,2023-07-04,On Track
1755,393,Framing,2023-09-30,2023-10-18,Delayed
1756,394,Foundation,2024-08-30,2024-08-31,Completed
1757,394,Framing,2025-01-20,2025-01-25,Delayed
1758,394,Plumbing,2025-06-12,2025-06-16,Completed
1759,394,Electrical,2025-11-02,2025-10-25,Delayed
1760,394,Finishing,2026-03-25,2026-03-27,On Track
1761,394,Foundation,2026-08-15,2026-08-28,On Track
1762,394,Framing,2027-01-05,2026-12-28,On Track
1763,395,Foundation,2022-07-25,2022-07-21,Delayed
1764,395,Framing,2022-09-26,2022-09-19,Delayed
1765,395,Plumbing,2022-11-28,2022-12-11,Completed
1766,395,Electrical,2023-01-30,2023-02-13,Delayed
1767,396,Foundation,2025-04-09,2025-04-29,Delayed
1768,396,Framing,2025-07-14,2025-07-25,Delayed
1769,396,Plumbing,2025-10-18,2025-10-23,On Track
1770,396,Electrical,2026-01-22,2026-02-05,On Track
1771,396,Finishing,2026-04-28,2026-04-26,On Track
1772,396,Foundation,2026-08-02,2026-08-12,On Track
1773,396,Framing,2026-11-06,2026-10-30,On Track
1774,397,Foundation,2022-09-26,,On Track
1775,397,Framing,2023-04-26,2023-04-28,Delayed
1776,397,Plumbing,2023-11-24,2023-11-18,Completed
1777,397,Electrical,2024-06-23,2024-06-16,Completed
1778,397,Finishing,2025-01-21,2025-02-04,Delayed
1779,398,Foundation,2021-10-19,2021-10-15,Delayed
1780,398,Framing,2022-04-28,2022-05-03,Completed
1781,398,Plumbing,2022-11-05,2022-11-05,Completed
1782,398,Electrical,2023-05-15,,On Track
1783,398,Finishing,2023-11-22,2023-11-25,On Track
1784,399,Foundation,2025-03-30,2025-04-03,Delayed
1785,399,Framing,2025-08-08,2025-08-12,On Track
1786,399,Plumbing,2025-12-17,2025-12-12,Delayed
1787,399,Electrical,2026-04-27,2026-05-15,Delayed
1788,399,Finishing,2026-09-05,2026-09-08,Completed
1789,400,Foundation,2022-09-11,2022-09-16,Completed
1790,400,Framing,2022-11-05,2022-11-16,Completed
1791,400,Plumbing,2022-12-30,2023-01-10,Delayed
1792,400,Electrical,2023-02-23,2023-02-28,On Track
1793,400,Finishing,2023-04-19,,Delayed
1794,401,Foundation,2021-06-03,2021-06-11,Completed
1795,401,Framing,2022-01-22,2022-02-02,Delayed
1796,401,Plumbing,2022-09-12,,Completed
1797,401,Electrical,2023-05-03,2023-04-24,Delayed
1798,401,Finishing,2023-12-22,2023-12-23,Completed
1799,402,Foundation,2022-05-08,2022-05-22,Delayed
1800,402,Framing,2023-08-10,,Delayed
1801,403,Foundation,2023-09-26,2023-09-29,Completed
1802,403,Framing,2024-03-08,2024-03-05,Completed
1803,403,Plumbing,2024-08-19,2024-08-18,Completed
1804,403,Electrical,2025-01-30,2025-01-22,On Track
1805,404,Foundation,2023-04-06,,Delayed
1806,404,Framing,2023-06-13,2023-06-04,Delayed
1807,404,Plumbing,2023-08-20,2023-08-28,Delayed
1808,404,Electrical,2023-10-27,,Delayed
1809,405,Foundation,2024-08-08,2024-07-29,Delayed
1810,405,Framing,2024-12-15,2024-12-23,Completed
1811,405,Plumbing,2025-04-23,2025-04-16,On Track
1812,405,Electrical,2025-08-30,2025-09-11,Delayed
1813,405,Finishing,2026-01-06,2026-01-11,Completed
1814,405,Foundation,2026-05-15,2026-05-15,Delayed
1815,406,Foundation,2025-01-07,2025-01-10,Completed
1816,406,Framing,2025-07-23,2025-08-09,On Track
1817,406,Plumbing,2026-02-05,2026-02-21,On Track
1818,406,Electrical,2026-08-21,2026-08-20,Delayed
1819,407,Foundation,2024-08-04,2024-08-06,Completed
1820,407,Framing,2024-09-04,2024-09-17,Completed
1821,407,Plumbing,2024-10-05,2024-10-22,Completed
1822,407,Electrical,2024-11-05,2024-11-05,Completed
1823,407,Finishing,2024-12-06,2024-12-21,Delayed
1824,407,Foundation,2025-01-06,2025-01-02,On Track
1825,408,Foundation,2021-09-03,2021-09-19,Delayed
1826,408,Framing,2022-01-13,2022-01-16,Delayed
1827,408,Plumbing,2022-05-25,2022-05-21,Delayed
1828,408,Electrical,2022-10-04,2022-10-13,Completed
1829,408,Finishing,2023-02-13,2023-02-27,On Track
1830,408,Foundation,2023-06-25,2023-07-05,On Track
1831,408,Framing,2023-11-04,2023-11-12,Completed
1832,409,Foundation,2024-12-05,2024-12-25,Completed
1833,409,Framing,2025-02-27,2025-03-06,Delayed
1834,409,Plumbing,2025-05-22,2025-06-10,Completed
1835,409,Electrical,2025-08-14,2025-08-05,Delayed
1836,409,Finishing,2025-11-06,2025-11-10,On Track
1837,409,Foundation,2026-01-29,2026-02-11,Delayed
1838,409,Framing,2026-04-23,2026-05-10,Delayed
1839,410,Foundation,2020-06-25,2020-07-05,Delayed
1840,410,Framing,2021-02-17,2021-02-15,Completed
1841,411,Foundation,2023-05-25,2023-05-23,On Track
1842,411,Framing,2024-04-30,2024-05-02,On Track
1843,411,Plumbing,2025-04-06,,Delayed
1844,412,Foundation,2023-08-01,2023-08-06,Delayed
1845,412,Framing,2023-11-25,2023-11-28,On Track
1846,412,Plumbing,2024-03-20,2024-03-16,On Track
1847,412,Electrical,2024-07-14,2024-07-04,Delayed
1848,412,Finishing,2024-11-07,2024-11-18,Completed
1849,413,Foundation,2021-08-04,2021-08-24,On Track
1850,413,Framing,2022-11-23,2022-11-14,On Track
1851,414,Foundation,2022-11-24,2022-12-03,On Track
1852,414,Framing,2023-01-19,2023-02-06,Delayed
1853,414,Plumbing,2023-03-16,2023-03-27,On Track
1854,414,Electrical,2023-05-11,2023-05-13,Completed
1855,415,Foundation,2023-11-30,2023-11-27,Completed
1856,415,Framing,2024-07-02,2024-07-08,Completed
1857,415,Plumbing,2025-02-02,2025-02-13,Completed
1858,416,Foundation,2021-10-02,2021-10-07,On Track
1859,416,Framing,2022-02-05,2022-02-14,Delayed
1860,416,Plumbing,2022-06-11,2022-06-11,Completed
1861,416,Electrical,2022-10-15,2022-10-17,Completed
1862,417,Foundation,2020-07-15,2020-08-03,On Track
1863,417,Framing,2021-06-22,2021-06-15,Delayed
1864,417,Plumbing,2022-05-30,2022-06-03,Completed
1865,418,Foundation,2022-03-30,2022-04-04,Completed
1866,418,Framing,2023-08-19,2023-09-08,Completed
1867,419,Foundation,2024-02-17,2024-02-22,Delayed
1868,419,Framing,2024-07-21,2024-08-08,On Track
1869,419,Plumbing,2024-12-23,2024-12-24,Delayed
1870,419,Electrical,2025-05-27,2025-06-12,Completed
1871,419,Finishing,2025-10-29,2025-11-18,On Track
1872,420,Foundation,2024-01-05,2024-01-16,On Track
1873,420,Framing,2024-06-20,2024-07-02,Completed
1874,420,Plumbing,2024-12-04,2024-12-01,Delayed
1875,420,Electrical,2025-05-20,2025-05-19,Completed
1876,420,Finishing,2025-11-03,2025-11-04,Completed
1877,420,Foundation,2026-04-19,2026-04-12,On Track
1878,420,Framing,2026-10-03,2026-10-20,On Track
1879,421,Foundation,2024-07-23,2024-08-11,Delayed
1880,421,Framing,2024-12-04,,On Track
1881,421,Plumbing,2025-04-17,2025-04-16,On Track
1882,421,Electrical,2025-08-29,2025-09-17,Delayed
1883,421,Finishing,2026-01-10,2026-01-28,Completed
1884,422,Foundation,2021-01-05,,On Track
1885,422,Framing,2021-03-31,2021-04-16,Delayed
1886,422,Plumbing,2021-06-24,2021-06-29,Delayed
1887,422,Electrical,2021-09-17,2021-09-29,On Track
1888,422,Finishing,2021-12-11,2021-12-27,Delayed
1889,423,Foundation,2021-01-16,2021-01-08,Completed
1890,423,Framing,2021-05-01,2021-05-14,Completed
1891,423,Plumbing,2021-08-14,2021-08-14,On Track
1892,423,Electrical,2021-11-27,,Completed
1893,423,Finishing,2022-03-12,2022-03-07,Completed
1894,423,Foundation,2022-06-25,,On Track
1895,424,Foundation,2022-09-26,2022-09-25,On Track
1896,424,Framing,2022-11-20,2022-11-13,Completed
1897,424,Plumbing,2023-01-14,2023-01-26,Completed
1898,424,Electrical,2023-03-10,2023-03-24,Completed
1899,424,Finishing,2023-05-04,2023-05-15,Delayed
1900,424,Foundation,2023-06-28,2023-07-02,Completed
1901,424,Framing,2023-08-22,2023-08-16,Completed
1902,425,Foundation,2020-08-28,2020-09-13,Delayed
1903,425,Framing,2020-10-20,,Delayed
1904,425,Plumbing,2020-12-12,2020-12-07,Delayed
1905,425,Electrical,2021-02-03,2021-02-23,Completed
1906,425,Finishing,2021-03-28,,On Track
1907,425,Foundation,2021-05-20,2021-06-08,Completed
1908,426,Foundation,2023-05-18,2023-05-15,Delayed
1909,426,Framing,2023-08-06,2023-08-02,On Track
1910,426,Plumbing,2023-10-25,2023-10-16,Delayed
1911,426,Electrical,2024-01-13,2024-01-22,On Track
1912,426,Finishing,2024-04-02,2024-04-22,Completed
1913,426,Foundation,2024-06-21,,Completed
1914,426,Framing,2024-09-09,2024-09-12,Delayed
1915,427,Foundation,2021-10-12,2021-10-17,Completed
1916,427,Framing,2021-12-26,2021-12-22,Delayed
1917,427,Plumbing,2022-03-11,2022-03-10,Delayed
1918,427,Electrical,2022-05-25,2022-05-19,On Track
1919,427,Finishing,2022-08-08,2022-08-17,Delayed
1920,427,Foundation,2022-10-22,2022-11-04,Delayed
1921,427,Framing,2023-01-05,2022-12-31,On Track
1922,428,Foundation,2023-07-30,2023-07-29,On Track
1923,428,Framing,2025-03-01,2025-03-10,On Track
1924,429,Foundation,2022-05-10,2022-05-18,Delayed
1925,429,Framing,2023-01-07,,On Track
1926,429,Plumbing,2023-09-06,2023-09-23,Completed
1927,429,Electrical,2024-05-05,2024-05-07,Completed
1928,430,Foundation,2024-07-08,2024-07-20,Completed
1929,430,Framing,2024-11-19,,Completed
1930,430,Plumbing,2025-04-02,,On Track
1931,430,Electrical,2025-08-14,2025-08-19,Completed
1932,430,Finishing,2025-12-26,2026-01-15,Completed
1933,431,Foundation,2022-10-01,2022-10-14,On Track
1934,431,Framing,2023-01-18,2023-01-16,Delayed
1935,431,Plumbing,2023-05-07,2023-05-06,Completed
1936,431,Electrical,2023-08-24,2023-08-25,Completed
1937,431,Finishing,2023-12-11,2023-12-02,Delayed
1938,431,Foundation,2024-03-29,2024-03-24,Delayed
1939,431,Framing,2024-07-16,2024-08-03,On Track
1940,432,Foundation,2025-02-04,2025-02-16,On Track
1941,432,Framing,2025-11-20,2025-11-18,On Track
1942,432,Plumbing,2026-09-05,2026-08-30,Delayed
1943,432,Electrical,2027-06-21,2027-07-04,Delayed
1944,433,Foundation,2023-05-27,2023-06-14,Completed
1945,433,Framing,2023-09-22,2023-10-08,Delayed
1946,433,Plumbing,2024-01-18,2024-01-24,On Track
1947,433,Electrical,2024-05-15,2024-05-15,Delayed
1948,434,Foundation,2023-07-13,2023-07-20,Completed
1949,434,Framing,2024-04-21,2024-05-01,On Track
1950,434,Plumbing,2025-01-29,2025-01-25,On Track
1951,435,Foundation,2020-11-02,2020-10-24,On Track
1952,435,Framing,2021-10-10,2021-10-22,On Track
1953,435,Plumbing,2022-09-17,2022-10-05,On Track
1954,436,Foundation,2021-02-10,2021-02-11,Completed
1955,436,Framing,2021-07-22,2021-07-27,On Track
1956,436,Plumbing,2021-12-31,2022-01-17,On Track
1957,436,Electrical,2022-06-11,2022-06-04,On Track
1958,436,Finishing,2022-11-20,2022-12-07,On Track
1959,437,Foundation,2022-12-07,2022-12-13,Completed
1960,437,Framing,2023-04-09,2023-04-27,On Track
1961,437,Plumbing,2023-08-10,2023-08-18,On Track
1962,437,Electrical,2023-12-11,2023-12-17,On Track
1963,437,Finishing,2024-04-12,2024-04-15,On Track
1964,437,Foundation,2024-08-13,2024-08-27,On Track
1965,437,Framing,2024-12-14,2025-01-01,Delayed
1966,438,Foundation,2023-06-13,2023-06-24,Delayed
1967,438,Framing,2023-07-23,2023-07-31,On Track
1968,438,Plumbing,2023-09-01,2023-09-17,On Track
1969,438,Electrical,2023-10-11,2023-10-03,Completed
1970,438,Finishing,2023-11-20,2023-12-01,Completed
1971,438,Foundation,2023-12-30,2024-01-19,Completed
1972,438,Framing,2024-02-08,2024-01-29,On Track
1973,439,Foundation,2024-06-02,2024-06-11,Delayed
1974,439,Framing,2024-10-18,2024-11-07,Completed
1975,439,Plumbing,2025-03-05,2025-03-24,Completed
1976,439,Electrical,2025-07-21,2025-07-15,On Track
1977,439,Finishing,2025-12-06,2025-12-21,Delayed
1978,439,Foundation,2026-04-23,,On Track
1979,439,Framing,2026-09-08,2026-09-15,Delayed
1980,440,Foundation,2022-09-26,2022-09-28,On Track
1981,440,Framing,2024-04-16,2024-05-06,Delayed
1982,441,Foundation,2024-09-28,2024-09-18,On Track
1983,441,Framing,2025-04-08,2025-04-10,Delayed
1984,442,Foundation,2021-08-02,2021-08-16,On Track
1985,442,Framing,2021-11-30,2021-11-23,Delayed
1986,442,Plumbing,2022-03-30,2022-04-12,Delayed
1987,442,Electrical,2022-07-28,2022-08-15,On Track
1988,442,Finishing,2022-11-25,2022-11-26,Delayed
1989,442,Foundation,2023-03-25,2023-03-31,Delayed
1990,442,Framing,2023-07-23,2023-08-10,Delayed
1991,443,Foundation,2020-08-11,2020-08-20,Delayed
1992,443,Framing,2021-01-14,2021-01-29,On Track
1993,443,Plumbing,2021-06-19,2021-06-22,On Track
1994,443,Electrical,2021-11-22,2021-11-13,Delayed
1995,443,Finishing,2022-04-27,2022-05-08,Completed
1996,443,Foundation,2022-09-30,2022-10-12,Delayed
1997,444,Foundation,2024-04-24,2024-05-04,On Track
1998,444,Framing,2024-10-21,2024-10-20,On Track
1999,444,Plumbing,2025-04-19,2025-05-08,Delayed
2000,444,Electrical,2025-10-16,2025-10-10,Completed
2001,444,Finishing,2026-04-14,2026-05-02,On Track
2002,444,Foundation,2026-10-11,2026-10-17,Completed
2003,445,Foundation,2024-03-12,,On Track
2004,445,Framing,2024-09-13,2024-09-19,Delayed
2005,446,Foundation,2023-02-10,2023-02-03,Completed
2006,446,Framing,2023-05-18,2023-05-26,Delayed
2007,446,Plumbing,2023-08-23,2023-08-21,Completed
2008,446,Electrical,2023-11-28,2023-11-18,Completed
2009,446,Finishing,2024-03-04,2024-03-08,On Track
2010,447,Foundation,2020-07-05,,Completed
2011,447,Framing,2020-11-11,2020-11-10,Completed
2012,447,Plumbing,2021-03-20,2021-03-24,Delayed
2013,447,Electrical,2021-07-27,2021-08-05,Delayed
2014,447,Finishing,2021-12-03,2021-12-23,On Track
2015,448,Foundation,2021-05-19,,Completed
2016,448,Framing,2021-12-24,2021-12-22,On Track
2017,448,Plumbing,2022-07-31,2022-08-03,On Track
2018,449,Foundation,2024-05-21,,Completed
2019,449,Framing,2024-11-22,2024-11-27,Delayed
2020,449,Plumbing,2025-05-26,2025-06-12,Completed
2021,449,Electrical,2025-11-27,2025-12-06,Delayed
2022,449,Finishing,2026-05-31,2026-06-09,Completed
2023,450,Foundation,2023-08-14,2023-08-26,Completed
2024,450,Framing,2024-04-03,2024-04-14,Delayed
2025,450,Plumbing,2024-11-22,2024-11-14,On Track
2026,450,Electrical,2025-07-13,2025-07-09,On Track
2027,451,Foundation,2023-01-30,2023-01-26,On Track
2028,451,Framing,2023-05-25,2023-05-30,Completed
2029,451,Plumbing,2023-09-17,2023-09-14,Completed
2030,451,Electrical,2024-01-10,2024-01-27,On Track
2031,451,Finishing,2024-05-04,2024-04-26,Delayed
2032,451,Foundation,2024-08-27,2024-08-21,On Track
2033,451,Framing,2024-12-20,2024-12-13,On Track
2034,452,Foundation,2025-01-04,2025-01-16,Delayed
2035,452,Framing,2025-03-18,,Delayed
2036,452,Plumbing,2025-05-30,2025-06-07,Delayed
2037,452,Electrical,2025-08-11,2025-08-19,Delayed
2038,452,Finishing,2025-10-23,2025-10-14,On Track
2039,452,Foundation,2026-01-04,2026-01-14,Delayed
2040,452,Framing,2026-03-18,2026-03-21,Completed
2041,453,Foundation,2024-03-03,2024-03-12,Delayed
2042,453,Framing,2024-06-22,2024-06-13,Delayed
2043,453,Plumbing,2024-10-11,2024-10-17,Completed
2044,453,Electrical,2025-01-30,2025-02-18,Delayed
2045,453,Finishing,2025-05-21,2025-05-18,Completed
2046,453,Foundation,2025-09-09,2025-08-30,Delayed
2047,454,Foundation,2023-12-14,2023-12-06,Completed
2048,454,Framing,2024-03-18,2024-03-21,On Track
2049,454,Plumbing,2024-06-21,2024-06-26,Completed
2050,454,Electrical,2024-09-24,2024-09-25,Delayed
2051,454,Finishing,2024-12-28,2024-12-18,Completed
2052,454,Foundation,2025-04-02,2025-03-29,Delayed
